Name,Price,Rating,Proccesor,Core,Thread,RAM(GB),Storage,Graphic_card,Display,Pixel,OS
HP Probook 440 G6 Laptop,66240,,8th Gen Intel Core i7 8565U,Quad Core,8,8 ,1TB,Integrated,14 inches, 1920 x 1080 pixels,Windows 10 OS
HP 15s-du0093TU Laptop,66240,55.0,8th Gen Intel Core i3 8145U,Dual Core,4,8 ,1TB,Intel Integrated UHD 620,15.6 inches, 1920 x 1080 pixels,Windows 10 OS
HP 15g-dr0008tu Laptop,66240,,7th Gen Intel Core i3 7100U,Dual Core,4,4 ,1TB,Intel HD 620,15.6 inches, 1920 x 1080 pixels,Windows 10 OS
HP ZBook 14U G6 8PW97PA Laptop,66240,54.0,8th Gen Intel Core i5 8265U,Quad Core,8,8 ,256GB,Intel UHD Graphics 620,14 inches, 1920 x 1080 pixels,Windows 10 OS
HP ZBook 15 G6 Laptop,66240,68.0,9th Gen intel Core i7 9750H,Hexa Core,12,16,512GB,Intel UHD Graphics 630,15.6 inches, 3840 x 2160 pixels,Windows 10 OS
HP Omen 15-dh0136TX,66240,73.0,9th Gen Intel Core i7 9750H,Hexa Core,12,16,1TB,512GB SSD,6 GB NVIDIA GeForce GTX 1660 Ti,,"15.6 inches, 1920 x 1080 pixels"
HP Pavilion 15-dk0045tx,66240,69.0,9th Gen Intel Core i5 9300H,Quad Core,8,8 ,1TB,256GB SSD,4 GB NVIDIA Geforce GTX 1050,,"15.6 inches, 1920 x 1080 pixels"
HP Omen 15-dc1093TX Gaming Laptop,66240,71.0,9th Gen Intel Core i7 9750H,Hexa Core,12,8 ,1TB,256GB SSD,4 GB NVIDIA Geforce GTX 1650,,"15.6 inches, 1920 x 1080 pixels"
HP Elitebook 830 G5,66240,65.0,8th Gen Intel Core i7 8550U,Quad Core,8,8 ,512GB,Intel UHD 620,13.3 inches, 1920 x 1080 pixels,Windows 10 OS
HP 15-da1041tu,66240,,8th Gen Intel Core i5 8265U ,Quad Core,8,8 ,1TB,Intel UHD 620 Graphics ,15.6 inches, 1920 x 1080 pixels,Windows 10 OS
HP 14s-cf0055tu,66240,,7th Gen Intel Core i3 7100U,Dual Core,4,4 ,1TB,Intel Integrated HD 620,14 inches, 1920 x 1080 pixels,Windows 10  OS
HP 15-bs674tx,66240,53.0,7th Gen Intel Core i3 7020U,Dual Core,4,8 ,1TB,Intel HD 620,15.6 inches, 1920 x 1080 pixels,Windows 10 OS
HP ZBook 15 G5,66240,68.0,8th Gen Intel Core i7 8850H,Hexa Core,12,16,1TB,4GB Quadro P2000,15.6 inches, 1920 x 1080 pixels,Windows 10 OS
HP 15-bs192od,66240,57.0,8th Gen Intel Core i7 8550U,Quad Core,8,8 ,1TB,Intel UHD 620,15.6 inches, 1366 x 768 pixels,"15.6 inches, 1366 x 768 pixels, Touch Screen"
HP 15-da0352tu,66240,51.0,7th Gen Intel Core i3 7020U,Dual Core,4,4 ,1TB,Intel HD Graphics 620,15.6 inches, 1920 x 1080 pixels,Windows 10 OS
HP Pavilion 14-ce1000tu,66240,55.0,8th Gen Intel Core i5 8265U,Quad Core,8,8 ,256GB,Intel UHD 620,14 inches, 1920 x 1080 pixels,Windows 10 OS
HP 15-db0186au,66240,53.0,AMD Ryzen 3 2200U,Dual Core,4,4 ,1TB,AMD Radeon Vega 6,15.6 inches, 1920 x 1080 pixels,Windows 10 OS
HP 15-bs168cl,66240,54.0,8th Gen Intel Core i5 8250U,Quad Core,8,8 ,2TB,Intel UHD 620,15.6 inches, 1920 x 1080 pixels,"15.6 inches, 1920 x 1080 pixels, Touch Screen"
HP Pavilion 14-CE1001TX,66240,62.0,8th Gen Intel Core i5 8265U,Quad Core,8,8 ,1TB,128GB SSD,2 GB NVIDIA GeForce MX150,,"14 inches, 1920 x 1080 pixels"
HP Elitebook 745 G3,66240,,AMD A10 Pro-8700B,Quad Core</li,,8 ,256GB,AMD Radeon R6,14 inches, 1366 x 768 pixels,"14 inches, 1366 x 768 pixels"
HP 15-da0327tu,66240,,7th Gen Intel Core i3 7100U,Dual Core,4,4 ,1TB,Intel HD 620,15.6 inches, 1920 x 1080 pixels,Windows 10 OS
HP 15q-ds0009TU,66240,,8th Gen Intel Core i5 8250U,Quad Core,8,8 ,1TB,Intel Integrated UHD 620,15.6 inches, 1920 x 1080 pixels,DOS OS
HP ProBook 440 G3,66240,53.0,6th Gen Intel Core i7 6500U,Dual Core,4,16,1TB,Intel HD 520,14 inches, 1366 x 768 pixels,Windows 10 OS
HP Pavilion x360 14-ba153tx Laptop,66240,65.0,8th Gen Intel Core i7 8550U,Quad Core,8,8 ,1TB,8GB SSD,4 GB NVIDIA Geforce MX130,,"14 inches, 1920 x 1080 pixels, Touch Screen"
HP 15-bw526au Laptop,66240,,AMD APU E2,Dual Core,4,4 ,500GB,AMD Radeon ,15.6 inches, 1366 x 768 pixels,Windows 10 OS
HP Pro Book 440 G3,66240,,Processor : Core i3,System Memory : 4 GB</li,,HD,More,,,,HDD Capacity : 500 GB
HP 15-BS541TU,66240,,6th Gen Intel Core i3 6006U,Dual Core,4,4 ,1TB,Intel Integrated HD Graphics 520,15.6 inches, 1366 x 768 pixels,Windows 10 OS
HP 15-BS579TX,66240,,6th Gen Intel Core i3 6006U,Dual Core,4,8 ,1TB,2GB AMD Radeon 520 Graphics,15.6 inches, 1366 x 768 pixels,DOS OS
HP 245 G4 Laptop,66240,,AMD A8-7410,Quad Core</li,,4 ,500GB,AMD Radeon R5,14 inches, 1366 x 768 pixels,Windows 10 OS
HP Pavilion 15-AU628TX,66240,55.0,7th Gen Intel Core i7 7500U,Dual Core,4,8 ,1TB,4GB NVIDIA GeForce 940MX,15.6 inches, 1920 x 1080 pixels,Windows 10 OS
HP 240 G5 Laptop,66240,,,,,,,,,,
HP 14-am042TX,66240,,,,,,,,,,
HP 15-ay020tu,66240,,5th Gen Intel Core i3 5005U,Dual Core,4,4 ,1TB,Intel Integrated HD5500,15.6 inches, 1366 x 768 pixels,Windows 10 OS
HP 15-AY019TU,66240,,5th Gen Intel Core i3 5005U,Dual Core,4,4 ,1TB,Intel HD Graphics 5500,15.6 inches, 1366 x 768 pixels,DOS OS
HP 15-AY007TX Notebook,66240,,6th Gen Intel Core i5,4 GB DDR4 RAM</li,,1 ,2GB,"15.6inches, 1920x1080pixels",DOS OS,,
HP 15-ac646TX,66240,,4th Gen Intel Core i5,8 GB DDR3 RAM</li,,1 ,2GB,"15.6inches, 1366x768pixels",Windows 10 OS,,Windows 10 OS
HP 240 G4,66240,,,,,,,,,,
HP Probook 4420S Laptop,66240,,Intel Core i3 370M,3 GB DDR3 RAM</li,,32,Intel,"13.86inches, 1366x768pixels",Windows 7 OS,,Windows 7 OS
HP Pavilion 15-ab221TX Notebook,66240,50.0,5th Gen Intel Core i5 i5-5200U,8 GB DDR3 RAM</li,,1 ,2GB,"15.6inches, 1920x1080pixels",Windows 10 OS,,
HP Pavilion 15-ab219TX Notebook,66240,,5th Gen Intel Core i5 5200U,Dual Core,4,8 ,1TB,2GB NVIDIA GeForce 940M,15.6 inches,,Windows 10 OS
HP 15-ac101TU,66240,,5th Gen Intel Core i3 5005U,Dual Core,4,4 ,1TB,Intel HD Graphics 5500,15.6 inches,,
HP 15-ac101TU,66240,,5th Gen Intel Core i3 5005U,Dual Core,4,4 ,1TB,Intel HD Graphics 5500,15.6 inches,,
HP 15-ac024TX,66240,,4th Gen Intel Core i3 4005U,Dual Core,4,4 ,1TB,2GB AMD Radeon R5 Series M330 Graphics,15.59 inches,,DOS OS
HP 14-R212TX Notebook,66240,,,,,,,,,,
HP Pavilion 15-ab032TX,66240,54.0,5th Gen Intel Core i5 5200U,Dual Core,4,8 ,1TB,2GB NVIDIA Geforce 940M,15.6 inches, 1920 x 1080 pixels,Windows 8 OS
HP Pro Book 440 G3,66240,,,,,,,,,,
HP Pavilion 14-V226TX Laptop,66240,,,,,,,,,,
HP 13-C019TU Stream Notebook,66240,,4th Gen Intel Celeron Dual Core N2840,Dual Core</li,,2 ,32GB,Intel HD Graphics,13.3 inches, 1366 x 768 pixels,Windows 8 OS
HP Envy 4-1104TX,66240,,Intel Core i5 3317U,4 GB DDR3 RAM</li,,50,2GB,"13.86inches, 1366x768pixels",Windows 8 OS,,Windows 8 OS
HP Pavilion 15-n213TU Notebook PC,66240,,,,,,,,,,
HP 1000-1b10AU Notebook,66240,,AMD APU Dual Core A4-3330MX,Dual Core</li,,2 ,500GB,AMD Radeon HD 6480G Graphics,14 inches, 1366 x 768 pixels,DOS OS
HP 4530s ProBook,66240,,,,,,,,,,
HP 248 G1 Series,66240,,4th Gen Intel Core i5 4210U,Dual Core,4,4 ,1TB,Intel HD Graphics 4400,14.1 inches, 1366 x 768 pixels,Windows 8 OS
HP 15-r032TX Notebook,66240,,4th Gen Intel Core i3 4005U,Dual Core,4,4 ,500GB,2GB NVIDIA GeForce 820M,15.6 inches, 1366 x 768 pixels,Windows 8 OS
HP G4-1303AU Notebook,66240,,AMD APU Dual Core 3330MX,Dual Core</li,,2 ,500GB,AMD Radeon HD 6480G Graphics,14 inches, 1366 x 768 pixels,DOS OS
HP Compaq 15-s009TU Notebook,66240,,4th Gen Intel Core i3 4005U,Dual Core,4,4 ,500GB,Intel HD Graphics 4400,15.6 inches, 1366 x 768 pixels,Windows 8 OS
HP 15-r007TX Notebook,66240,,4th Gen Intel Core i5 4210U,Dual Core,4,4 ,1TB,2GB NVIDIA GeForce GT 820M,15.6 inches, 1366 x 768 pixels,DOS OS
HP 15-p029TX Notebook,66240,,4th Gen Intel Core i3 4030U,Dual Core,4,4 ,1TB,2GB NVIDIA GeForce GT 830M,15.6 inches, 1366 x 768 pixels,Windows 8 OS
HP 15-r036TU Notebook,66240,,Intel Pentium N3530,Quad Core,4,4 ,500GB,Intel HD Graphics,15.6 inches, 1366 x 768 pixels,Windows 8 OS
HP Envy 15-j133TX Laptop,66240,,Intel Core i7 4702MQ,8 GB DDR3 RAM</li,,1 ,4GB,"15.6inches, 1366x768pixels",Windows 8 OS,,
HP 15-d103tx Notebook,66240,,Intel Core i5 4200M,4 GB DDR3 RAM</li,,50,2GB,"15.6inches, 1366x768pixels",DOS OS,,DOS OS
HP Pavilion 15-p077TX Notebook,66240,50.0,4th Gen Intel Core i5 4210U,Dual Core,4,8 ,1TB,2GB NVIDIA GeForce GT 840M,15.6 inches, 1366 x 768 pixels,Windows 8 OS
HP Pavilion M6-1104TX Laptop,66240,,Intel Core i5 3210M,8 GB DDR3 RAM</li,,1 ,2GB,"15.6inches, 1366x768pixels",Windows 8 OS,,
HP Pavilion 15-g004AU Laptop,66240,,AMD APU Dual Core E1-2100,Dual Core</li,,2 ,500GB,AMD Radeon HD 8210,15.6 inches, 1366 x 768 pixels,Windows 8 OS
HP Pavilion G6-2302AX Laptop,66240,,AMD APU Dual Core 4300M,Dual Core</li,,4 ,500GB,1.5GB 512 MB AMD Radeon HD 7420G (Integrated) and 1 GB ATI Mobility Radeon HD 7670M (De…,15.6 inches, 1366 x 768 pixels,Windows 8 OS
HP 650 C0S24PA Laptop,66240,,2nd Gen Intel Core i3 2310M,2 GB DDR3 RAM</li,,50,Intel,"15.6inches, 1366x768pixels",DOS OS,,DOS OS
HP Pavilion 15-E017TX Laptop,66240,,3rd Gen Intel Core i3 3110M,Dual Core,4,4 ,500GB,2GB AMD Mobility Radeon HD 8670M,15.6 inches, 1366 x 768 pixels,Windows 8 OS
HP Pavilion 15-E039TX Laptop,66240,,3rd Gen Intel Core i5 3230M,4 GB DDR3 RAM</li,,1 ,2GB,"15.6inches, 1366x768pixels",Windows 8 OS,,Windows 8 OS
HP Pavilion DV4-5009TX Laptop,66240,,2nd Gen Intel Core i5 2450M,6 GB DDR3 RAM</li,,64,2GB,"14inches, 1366x768pixels",Windows 7 OS,,
HP 455 Laptop,66240,,AMD APU Dual Core E1-1200,Dual Core</li,,2 ,500GB,"14inches, 1366x768pixels",DOS OS,,DOS OS
HP 431 Laptop,66240,,2nd Gen Intel Core i3 2310M,2 GB DDR3 RAM</li,,50,1GB,"14inches, 1366x768pixels",DOS OS,,DOS OS
HP Pavilion G6-2301AX Laptop,66240,,AMD APU Quad Core 4500M,Quad Core</li,,4 ,500GB,2.5GB 512 MB AMD Radeon HD 7640G (Integrated) and 2 GB ATI Mobility Radeon HD 7670M (De…,15.6 inches, 1366 x 768 pixels,Windows 8 OS
HP Pavilion 15-E015TX Laptop,66240,,3rd Gen Intel Core i5 3230M,4 GB DDR3 RAM</li,,1 ,1GB,"15.6inches, 1366x768pixels",Windows 8 OS,,Windows 8 OS
HP Envy x360 14-fc0123TU Laptop,66240,55.0,Intel Core Ultra 5 125U,12 Cores (2P + 8E + 2LP-E),14,16,512GB,Integrated Intel Graphics,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP 250 G9 9S7M7AT Laptop,66240,,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,DOS OS
HP ProBook 440 G9 9S6Y1AT Laptop,66240,54.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,8 ,512GB,Intel Iris Xe Graphics,14 inches, 1920 x 1080 pixels,DOS OS
HP 240 G9 9Q9L9PA Laptop,66240,,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,8 ,512GB,‎Intel Graphics,14 inches, 1920 x 1080 pixels,DOS OS
HP EliteBook 645 G9 Laptop,66240,59.0,5th Gen AMD Ryzen 5 5675U,Hexa Core,12,8 ,512GB,AMD Radeon Vega 7 Integrated Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 240 G10 ‎‎B10LWPT Business Laptop,66240,50.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,16,512GB,Intel UHD Graphics,14 inches, 1920 x 1080 pixels,DOS OS
HP Envy x360 14-fa0108AU Laptop,66240,77.0,8th Gen AMD Ryzen 7 8840HS,Octa Core,16,32,1TB,AMD Radeon Graphics,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP Envy x360 14-fa0986AU Laptop,66240,74.0,8th Gen AMD Ryzen 7 8840HS,Octa Core,16,32,1TB,AMD Radeon Graphics,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP Envy 4-1104TU Ultrabook,66240,,3rd Gen Intel Core i5 3317U,4 GB DDR3 RAM</li,,50,Intel,"14inches, 1366x768pixels",Windows 8 OS,,
HP Pavilion G4-1315AU Laptop,66240,,AMD APU Dual Core 3305M,Dual Core</li,,4 ,500GB,AMD Radeon HD 6480G,14 inches, 1366 x 768 pixels,DOS OS
HP Envy M6-1214TX Laptop,66240,,3rd Gen Intel Core i5 3230M,8 GB DDR3 RAM</li,,1 ,2GB,"15.6inches, 1366x768pixels",Windows 8 OS,,
HP 431 Laptop,66240,,2nd Gen Intel Core i3 2310M,2 GB DDR3 RAM</li,,50,1GB,"14inches, 1366x768pixels",DOS OS,,DOS OS
HP 2000-2202TU Laptop,66240,,2nd Gen Intel Core i3 2328M,Dual Core,4,2 ,500GB,Intel HD Graphics 3000,15.6 inches, 1366 x 768 pixels,Windows 8 OS
HP Pavilion G6-2009TX Laptop,66240,,2nd Gen Intel Core i3 2350M,4 GB DDR3 RAM</li,,50,2GB,"15.6inches, 1366x768pixels",Windows 7 OS,,
HP 15-fd1279TU Laptop,66240,62.0,Intel Core Ultra 5 Series 1 125H,14 Cores (4P + 8E + 2LP-E),18,32,1TB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Envy x360 14-fc0123TU Laptop,66240,55.0,Intel Core Ultra 5 125U,12 Cores (2P + 8E + 2LP-E),14,16,512GB,Integrated Intel Graphics,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP 15-fc1038AU Laptop,66240,62.0,7th Gen AMD Ryzen 7 7735HS,Octa Core,16,16,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 240 G9 9Q9L9PA Laptop,66240,,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,8 ,512GB,‎Intel Graphics,14 inches, 1920 x 1080 pixels,DOS OS
HP 250 G9 9S7M7AT Laptop,66240,,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,DOS OS
HP ProBook 440 G9 9S6Y1AT Laptop,66240,54.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,8 ,512GB,Intel Iris Xe Graphics,14 inches, 1920 x 1080 pixels,DOS OS
HP 15-fd0572TU Laptop,66240,53.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 240 G10 ‎‎B10LWPT Business Laptop,66240,50.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,16,512GB,Intel UHD Graphics,14 inches, 1920 x 1080 pixels,DOS OS
HP Omen 17-cm2027TX Gaming Laptop,66240,75.0,13th Gen Intel Core i7 13700HX,16 Cores (8P + 8E),24,16,1TB,8GB NVIDIA GeForce RTX 4060,17.3 inches, 2560 x 1440 pixels,Windows 11 OS
HP Envy x360 14-fa0108AU Laptop,66240,77.0,8th Gen AMD Ryzen 7 8840HS,Octa Core,16,32,1TB,AMD Radeon Graphics,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP Envy x360 14-fa0986AU Laptop,66240,74.0,8th Gen AMD Ryzen 7 8840HS,Octa Core,16,32,1TB,AMD Radeon Graphics,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP ZBook Firefly 14 inch G10A 8L8P5PA Laptop,66240,71.0,7th Gen AMD Ryzen 9 PRO 7940HS,Octa Core,16,16,1TB,AMD Radeon 780M Graphics,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP 245 G9 Laptop,66240,56.0,5th Gen AMD Ryzen 5 5625U,Hexa Core,12,8 ,512GB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
HP 245 G9 Laptop,66240,60.0,5th Gen AMD Ryzen 5 5625U,Hexa Core,12,16,512GB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
HP EliteBook 840 G10 Laptop,66240,52.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,16,512GB,‎Intel Iris Xe Graphics,15.6 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook Firefly 16 G9 6K386AV Workstation PC Laptop,66240,65.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,32,512GB,Intel Iris Xe Graphics,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP EliteBook 840 G10 Business Laptop,66240,56.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,32,1TB,‎Intel Iris Xe Graphics,15.6 inches, 1920 x 1200 pixels,Windows 11 OS
HP Victus 15-fa1372TX Gaming Laptop,66240,62.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,8 ,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 250 G9 9H226PT Laptop,66240,,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,DOS OS
HP 247 G8 Laptop,66240,,3rd Gen AMD Ryzen 5 3500U,Quad Core,8,16,512GB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
HP ZBook Firefly G9 905X7PA Laptop,66240,66.0,12th Gen Intel Core i7 1265U,10 Cores (2P + 8E),12,32,1TB,4GB NVIDIA RTX T550,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook Firefly 14 G11 A1VL1PT Laptop,66240,75.0,Intel Core Ultra 7 Series 1 155H,16 Cores (6P + 8E + 2LP-E),22,32,1TB,4GB NVIDIA RTX A500 Laptop GP,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP 240 G9 6S6U4EA Notebook Laptop,66240,60.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Intel Iris X Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP ZBook Power G10 8F8Y9PA Laptop,66240,,13th Gen Intel Core i9 13900H,14 Cores (6P + 8E),20,32,1TB,Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 245 G9 9H243PT Laptop,66240,53.0,5th Gen AMD Ryzen 5 5625U,Hexa Core,12,8 ,512GB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,DOS OS
HP Pavilion Plus 14-ew0115TU Laptop,66240,57.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP ZBook Firefly 14 G11 A1VR2PT Laptop,66240,70.0,Intel Core Ultra 7 Series 1 155H,16 Cores (6P + 8E + 2LP-E),22,16,1TB,Intel Arc Graphics,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP Victus 15-FA1313TX Gaming Laptop,66240,61.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP ProBook 440 G9 9S706AT Laptop,66240,63.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 5-eg3131tu Laptop,66240,,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,8 ,256GB,Intel Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Envy x360 15-ew0023TX Laptop,66240,73.0,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,16,1TB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Chromebook x360 14b-cd0014TU Laptop,66240,,Intel Core i3 N305,Octa Core,8,8 ,256GB,Intel Integrated UHD,14 inches, 1366 x 768 pixels,Chrome OS OS
HP Omen 16-wf0060TX Gaming Laptop,66240,77.0,13th Gen Intel Core i9 13900HX,24 Cores (8P + 16E),32,16,1TB,8GB NVIDIA GeForce RTX 4060,16.1 inches, 2560 x 1440 pixels,Windows 11 OS
HP Omen 16-xd0017AX Gaming Laptop,66240,,7th Gen AMD Ryzen 7 7840HS,Octa Core,16,32,1TB,8GB NVIDIA GeForce RTX 4060,16.1 inches, 1080 x 1920 pixels,Windows 11 OS
HP Envy x360 15-fh0031AU Laptop,66240,62.0,7th Gen AMD Ryzen 5 7530U,Hexa Core,12,16,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa1332tx Gaming Laptop,66240,64.0,13th Gen Intel Core i7 13620H,10 Cores (6P + 4E),16,16,1TB,6GB NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-FA0888TX Gaming Laptop,66240,68.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 15-EH0035AU Laptop,66240,63.0,7th Gen AMD Ryzen 5 7530U,Hexa Core,12,16,1TB,AMD Radeon Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 14-fb0089TX Gaming Laptop,66240,77.0,Intel Core Ultra 7 Series 1 155H,16 Cores (6P + 8E + 2LP-E),22,16,1TB,8GB NVIDIA GeForce RTX 4060,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP Pavilion 15-eh3109AU Laptop,66240,64.0,7th Gen AMD Ryzen 7 7730U,Octa Core,16,16,1TB,AMD Radeon Vega 8 Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa1099TX Laptop,66240,64.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 2050,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP ZBook Firefly 14 G9 Workstation Laptop,66240,65.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,1TB,4GB NVIDIA RTX T550,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP Victus 16-d0315TX Gaming Laptop,66240,71.0,11th Gen Intel Core i5 11400H,Hexa Core,12,16,512GB,4GB NVIDIA GeForce RTX 3050,16.1 inches, 1080 x 1920 pixels,Windows 11 OS
HP Pavilion x360 14-ek0183TU Laptop,66240,62.0,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated UHD,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 15-eh3039AU Laptop,66240,62.0,7th Gen AMD Ryzen 5 7530U,Hexa Core,12,16,512GB,AMD Radeon Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Spectre x360 14-eu0666TU Laptop,66240,75.0,Intel Core Ultra 7 Series 1 155H,16 Cores (6P + 8E + 2LP-E),22,32,1TB,Intel Arc Graphics,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP Pavilion 15 15-eg2124TU Laptop,66240,,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,12,512GB,Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 15-EG2119TU Laptop,66240,50.0,12th Gen Intel Core i5 1240P,12 Cores (4P + 8E),16,12,512GB,Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-wf0054TX Gaming Laptop,66240,73.0,13th Gen Intel Core i7 13700HX,16 Cores (8P + 8E),24,16,512GB,8GB NVIDIA GeForce RTX 4060,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP 250 G9 95X38PA Laptop,66240,,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,8 ,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,DOS OS
HP 250 G9 732B6PA Laptop,66240,60.0,12th Gen Intel Core i5 1235U,10 Cores (2P + 8E),12,16,512GB,Intel integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 250 G9 95X40PA Laptop,66240,,12th Gen Intel Core i7 1255U,10 Cores (2P + 8E),12,8 ,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,DOS OS
‎HP ZHAN 99 Zbook Power G4-A 2023 Laptop,66240,64.0,6th Gen AMD Ryzen 5 6600H,Hexa Core,12,16,1TB,4GB ‎NVIDIA Quadro T600,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP ProBook 440 G8 7L375PA Notebook PC,66240,63.0,11th Gen Intel Core i7 1165G7 ,Quad Core,8,8 ,512GB,Intel Iris Xe Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-FR5012TU Laptop,66240,53.0,12th Gen Intel Core i3 1215U,Hexa Core (2P + 4E),8,8 ,512GB,Intel UHD Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-FA1098TX Laptop,66240,62.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,8 ,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-er2004AU Laptop,66240,54.0,5th Gen AMD Ryzen 7  5700U,Octa Core,16,16,512GB,AMD Radeon,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb1002AX Gaming Laptop,66240,65.0,7th Gen AMD Ryzen 5 7535HS,Hexa Core,12,8 ,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
